data,description,detail_url,mall,price,score,title,url
,"
                    ",https://www.smzdm.com/p/13860466/,,"
                            159元起/2位（1大1小）                        ",,吃货福利 : 端午、周末不涨价！南京圣和府邸豪华精选酒店 双人自助餐,https://www.smzdm.com/fenlei/canyinyufuwu/
,"
                    ",https://www.smzdm.com/p/13968176/,,"
                            23.9元                        ",,电动摩托车挡风被冬季加绒加厚加大PU防水衣女小电瓶电车自行车罩,https://www.smzdm.com/fenlei/motuoxiangguan/
,,,,,,,https://www.smzdm.com/fenlei/qichegongxiang/
,"
                    ",https://www.smzdm.com/p/13986555/,,"
                            1元                        ",,COMIX 齐心 B2670 胶水 35ml,https://www.smzdm.com/fenlei/richangbangong/
,"
                    ",https://www.smzdm.com/p/13918924/,,"
                            8元（需用券）                        ",,pr教程premiere软件视频剪辑教程,https://www.smzdm.com/fenlei/ruanjianjineng/
,"
                    ",https://www.smzdm.com/p/13764035/,,"
                            125元包邮                        ",,PANDORA 潘多拉 791707 忠诚的小狗 925银串饰,https://www.smzdm.com/fenlei/shoushibaijian/
05-19 03:44					     																,"
                                                    冲力强 射程远 纯铜枪头 不锈钢长杆。",https://www.smzdm.com/p/13896816/,"
                                                                                天猫精选                                    ","
                            67元                        ",0,高压水枪洗车神器家用伸缩软管强力水管喷头刷车浇花水枪喷壶套装,https://www.smzdm.com/fenlei/xicheshuiqiang/
,"
                    ",https://www.smzdm.com/p/9567562/,,"
                            149元                        ",,暴风魔镜 4代IOS黄金版 虚拟现实智能VR眼镜3D头盔,https://www.smzdm.com/fenlei/zhinengyanjing/
05-22 10:20					     																,"
                                                    防水面布 12款可选。",https://www.smzdm.com/p/13944674/,"
                                                                                天猫精选                                    ","
                            109元                        ",0,富安娜玄关装饰画新中式过道走廊挂画客厅壁画入室动物挂画仙鹤图,https://www.smzdm.com/fenlei/zhuangshizihua/
,"
                    ",https://www.smzdm.com/p/12691273/,,"
                            1399元                        ",,Frestec  新飞 SC-355DHA 355升 展示柜,https://www.smzdm.com/fenlei/bingba/
,"
                    ",https://www.smzdm.com/p/13819498/,,"
                            88元（合44元/件）                        ",,红颜奶油草莓 约1.5斤 *2件,https://www.smzdm.com/fenlei/caomei/
11小时前					     																,"
                        京东目前报价71，两件五折，近期好价。                    ",https://www.smzdm.com/p/13977611/,"
                                                                                京东                                    ","
                            71元（合35.5元/件）                        ",0,Elepbaby 象宝宝 孕产妇多功能哺乳巾 花香四溢粉色 均码（100X70cm） *2件,https://www.smzdm.com/fenlei/mamahuli/
,"
                    ",https://www.smzdm.com/p/13972817/,,"
                            69元（合23元/件）                        ",,NIVEA 妮维雅 舒安冰酷 剃须啫喱 200ml *3件,https://www.smzdm.com/fenlei/tixuhuli/
,"
                    ",https://www.smzdm.com/p/13974712/,,"
                            1折起                        ",,26日10点 : 唯品会 ELLE-内衣专场,https://www.smzdm.com/fenlei/wenxiong/
05-18 08:56					     																,"
                                                    天猫精选目前报价149元，使用10元优惠券后实付139元，有需要的可以看下叠加优惠券：",https://www.smzdm.com/p/13886400/,"
                                                                                天猫精选                                    ","
                            139元（需用券）                        ",0,ASHU 奥速 高清摄像头,https://www.smzdm.com/fenlei/shexiangtou/
05-22 17:57					     																,"
                        哥伦比亚此商品聚划算下单实付669，近期好价，喜欢的可以购买了。                    ",https://www.smzdm.com/p/13953578/,"
                                                                                聚划算                                    ","
                            669元                        ",0,Columbia 哥伦比亚 YM7460 男子徒步鞋,https://www.smzdm.com/fenlei/dengshanxie/
